canonical_id,physical_card_id,collector_number,card_name,finish,treatment,variant_status,evidence,source
23526,25490,171,Wartortle,holo,,CONFIRMED,Cardmarket candidate ids=733766; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23527,25491,172,Caterpie,holo,,CONFIRMED,Cardmarket candidate ids=733767; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23528,25492,173,Pikachu,holo,,CONFIRMED,Cardmarket candidate ids=733768; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23529,25493,174,Nidoking,holo,,CONFIRMED,Cardmarket candidate ids=733769; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23530,25494,175,Psyduck,holo,,CONFIRMED,Cardmarket candidate ids=733770; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23531,25495,176,Poliwhirl,holo,,CONFIRMED,Cardmarket candidate ids=733771; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23532,25496,177,Machoke,holo,,CONFIRMED,Cardmarket candidate ids=733772; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23533,25497,178,Tangela,holo,,CONFIRMED,Cardmarket candidate ids=733773; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23534,25498,179,Mr. Mime,holo,,CONFIRMED,Cardmarket candidate ids=733774; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23535,25499,180,Omanyte,holo,,CONFIRMED,Cardmarket candidate ids=733775; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23536,25500,181,Dragonair,holo,,CONFIRMED,Cardmarket candidate ids=733776; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23537,25501,182,Venusaur ex,holo,,CONFIRMED,Cardmarket candidate ids=733777; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23538,25502,183,Charizard ex,holo,,CONFIRMED,Cardmarket candidate ids=733778; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23539,25503,184,Blastoise ex,holo,,CONFIRMED,Cardmarket candidate ids=733779; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23540,25504,185,Arbok ex,holo,,CONFIRMED,Cardmarket candidate ids=733780; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23541,25505,186,Ninetales ex,holo,,CONFIRMED,Cardmarket candidate ids=733781; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23542,25506,187,Wigglytuff ex,holo,,CONFIRMED,Cardmarket candidate ids=733782; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23543,25507,188,Alakazam ex,holo,,CONFIRMED,Cardmarket candidate ids=733783; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23544,25508,189,Golem ex,holo,,CONFIRMED,Cardmarket candidate ids=733784; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23545,25509,190,Kangaskhan ex,holo,,CONFIRMED,Cardmarket candidate ids=733785; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23546,25510,191,Jynx ex,holo,,CONFIRMED,Cardmarket candidate ids=733786; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23547,25511,192,Zapdos ex,holo,,CONFIRMED,Cardmarket candidate ids=733787; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23548,25512,193,Mew ex,holo,,CONFIRMED,Cardmarket candidate ids=733788; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23549,25513,194,Bill’s Transfer,holo,,CONFIRMED,Cardmarket candidate ids=733789; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23550,25514,195,Daisy’s Help,holo,,CONFIRMED,Cardmarket candidate ids=733790; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23551,25515,196,Erika’s Invitation,holo,,CONFIRMED,Cardmarket candidate ids=733791; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23552,25516,197,Giovanni’s Charisma,holo,,CONFIRMED,Cardmarket candidate ids=733792; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23553,25517,198,Venusaur ex,holo,,CONFIRMED,Cardmarket candidate ids=733793; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23554,25518,199,Charizard ex,holo,,CONFIRMED,Cardmarket candidate ids=733794; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23555,25519,200,Blastoise ex,holo,,CONFIRMED,Cardmarket candidate ids=733795; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23556,25520,201,Alakazam ex,holo,,CONFIRMED,Cardmarket candidate ids=733796; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23557,25521,202,Zapdos ex,holo,,CONFIRMED,Cardmarket candidate ids=733797; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23558,25522,203,Erika’s Invitation,holo,,CONFIRMED,Cardmarket candidate ids=733798; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23559,25523,204,Giovanni’s Charisma,holo,,CONFIRMED,Cardmarket candidate ids=733799; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23560,25524,205,Mew ex,holo,,CONFIRMED,"Cardmarket candidate ids=720951,733800,814545; local_target_ids=none; finish is separate from rarity.",tcgdex.variants + tcgdex.variants_detailed
23561,25525,206,Switch,holo,,CONFIRMED,"Cardmarket candidate ids=733801,733801; local_target_ids=none; finish is separate from rarity.",tcgdex.variants + tcgdex.variants_detailed
23562,25526,207,Basic Energy,holo,,CONFIRMED,"Cardmarket candidate ids=733802,733802; local_target_ids=none; finish is separate from rarity.",tcgdex.variants + tcgdex.variants_detailed
