collector_number,card_name,api_card_id,api_identity_status,normal_exists,holo_exists,reverse_exists,normal_usable,holo_usable,reverse_usable,cardmarket_low,cardmarket_reverse_low,cardmarket_trend,cardmarket_reverse_trend,cardmarket_avg1,cardmarket_reverse_avg1,cardmarket_avg7,cardmarket_reverse_avg7,cardmarket_avg30,cardmarket_reverse_avg30,cardmarket_reverse_fields_present,cardmarket_reverse_low_available,tcgplayer_normal_low,tcgplayer_normal_market,tcgplayer_holo_low,tcgplayer_holo_market,tcgplayer_reverse_low,tcgplayer_reverse_market,tcgplayer_updated_at,cardmarket_updated_at,cardmarket_currency,tcgplayer_currency,identity_note
145,Zapdos ex,sv3pt5-145,EXACT,False,True,False,False,True,False,0.6,0.0,1.48,0.0,1.69,0.0,1.52,0.0,1.6,0.0,"[""reverseHoloLow"",""reverseHoloTrend"",""reverseHoloAvg1"",""reverseHoloAvg7"",""reverseHoloAvg30""]",False,,,0.75,2.08,,,2026/09/01,2025/11/18,EUR,USD,set + collector number + name match
146,Moltres,sv3pt5-146,EXACT,False,True,True,False,True,True,0.02,0.04,0.2,1.37,0.15,0.84,0.23,1.32,0.23,1.38,"[""reverseHoloLow"",""reverseHoloTrend"",""reverseHoloAvg1"",""reverseHoloAvg7"",""reverseHoloAvg30""]",True,,,0.1,0.31,0.67,1.33,2026/09/01,2025/11/18,EUR,USD,set + collector number + name match
147,Dratini,sv3pt5-147,EXACT,True,False,True,True,False,True,0.02,0.02,0.07,0.18,0.05,0.07,0.07,0.15,0.07,0.19,"[""reverseHoloLow"",""reverseHoloTrend"",""reverseHoloAvg1"",""reverseHoloAvg7"",""reverseHoloAvg30""]",True,0.09,0.24,,,0.07,0.34,2026/09/01,2025/11/18,EUR,USD,set + collector number + name match
148,Dragonair,sv3pt5-148,EXACT,True,False,True,True,False,True,0.02,0.69,0.09,2.5,0.04,4.57,0.06,2.63,0.07,2.77,"[""reverseHoloLow"",""reverseHoloTrend"",""reverseHoloAvg1"",""reverseHoloAvg7"",""reverseHoloAvg30""]",True,0.02,0.26,,,1.6,2.85,2026/09/01,2025/11/21,EUR,USD,set + collector number + name match
149,Dragonite,sv3pt5-149,EXACT,False,True,True,False,True,True,0.02,0.05,0.39,1.96,0.55,1.68,0.48,1.92,0.37,1.97,"[""reverseHoloLow"",""reverseHoloTrend"",""reverseHoloAvg1"",""reverseHoloAvg7"",""reverseHoloAvg30""]",True,,,0.3,1.8,0.75,2.62,2026/09/01,2025/11/21,EUR,USD,set + collector number + name match
150,Mewtwo,sv3pt5-150,EXACT,False,True,True,False,True,True,0.02,0.05,0.31,2.41,0.42,2.0,0.37,2.51,0.4,2.39,"[""reverseHoloLow"",""reverseHoloTrend"",""reverseHoloAvg1"",""reverseHoloAvg7"",""reverseHoloAvg30""]",True,,,0.69,2.36,2.79,4.41,2026/09/01,2025/11/21,EUR,USD,set + collector number + name match
151,Mew ex,sv3pt5-151,EXACT,False,True,False,False,True,False,6.5,0.0,9.66,0.0,10.04,0.0,8.5,0.0,9.38,0.0,"[""reverseHoloLow"",""reverseHoloTrend"",""reverseHoloAvg1"",""reverseHoloAvg7"",""reverseHoloAvg30""]",False,,,6.0,9.73,,,2026/09/01,2025/11/18,EUR,USD,set + collector number + name match
152,Antique Dome Fossil,sv3pt5-152,EXACT,True,False,True,True,False,True,0.02,0.05,0.05,0.76,0.06,1.07,0.06,0.73,0.06,0.94,"[""reverseHoloLow"",""reverseHoloTrend"",""reverseHoloAvg1"",""reverseHoloAvg7"",""reverseHoloAvg30""]",True,0.04,0.22,,,0.19,3.2,2026/09/01,2025/11/21,EUR,USD,set + collector number + name match
153,Antique Helix Fossil,sv3pt5-153,EXACT,True,False,True,True,False,True,0.02,0.3,0.05,1.24,0.05,1.57,0.06,1.23,0.07,1.21,"[""reverseHoloLow"",""reverseHoloTrend"",""reverseHoloAvg1"",""reverseHoloAvg7"",""reverseHoloAvg30""]",True,0.03,0.22,,,0.5,1.13,2026/09/01,2025/11/21,EUR,USD,set + collector number + name match
154,Antique Old Amber,sv3pt5-154,EXACT,True,False,True,True,False,True,0.02,0.3,0.08,1.11,0.07,0.75,0.07,1.08,0.06,1.08,"[""reverseHoloLow"",""reverseHoloTrend"",""reverseHoloAvg1"",""reverseHoloAvg7"",""reverseHoloAvg30""]",True,0.01,0.26,,,0.5,0.92,2026/09/01,2025/11/18,EUR,USD,set + collector number + name match
155,Big Air Balloon,sv3pt5-155,EXACT,True,False,True,True,False,True,0.02,0.2,0.05,0.88,0.03,0.8,0.05,0.83,0.08,1.0,"[""reverseHoloLow"",""reverseHoloTrend"",""reverseHoloAvg1"",""reverseHoloAvg7"",""reverseHoloAvg30""]",True,0.01,0.23,,,0.25,0.68,2026/09/01,2025/11/18,EUR,USD,set + collector number + name match
156,Bill’s Transfer,sv3pt5-156,MISMATCH,True,False,True,True,False,True,0.02,0.04,0.12,0.89,0.04,1.27,0.12,0.85,0.09,0.89,"[""reverseHoloLow"",""reverseHoloTrend"",""reverseHoloAvg1"",""reverseHoloAvg7"",""reverseHoloAvg30""]",True,0.01,0.21,,,0.21,0.62,2026/09/01,2025/11/21,EUR,USD,"name ""Bill's Transfer"" != 'Bill’s Transfer'"
157,Cycling Road,sv3pt5-157,EXACT,True,False,True,True,False,True,0.02,0.04,0.06,1.08,0.04,2.02,0.05,0.97,0.05,1.1,"[""reverseHoloLow"",""reverseHoloTrend"",""reverseHoloAvg1"",""reverseHoloAvg7"",""reverseHoloAvg30""]",True,0.01,0.18,,,0.48,0.63,2026/09/01,2025/11/21,EUR,USD,set + collector number + name match
158,Daisy’s Help,sv3pt5-158,MISMATCH,True,False,True,True,False,True,0.02,0.05,0.05,0.8,0.03,0.61,0.03,0.83,0.06,0.9,"[""reverseHoloLow"",""reverseHoloTrend"",""reverseHoloAvg1"",""reverseHoloAvg7"",""reverseHoloAvg30""]",True,0.01,0.22,,,0.25,0.63,2026/09/01,2025/11/18,EUR,USD,"name ""Daisy's Help"" != 'Daisy’s Help'"
159,Energy Sticker,sv3pt5-159,EXACT,True,False,True,True,False,True,0.02,0.2,0.12,1.2,0.08,0.85,0.09,1.14,0.12,1.18,"[""reverseHoloLow"",""reverseHoloTrend"",""reverseHoloAvg1"",""reverseHoloAvg7"",""reverseHoloAvg30""]",True,0.05,0.27,,,0.6,1.03,2026/09/01,2025/11/18,EUR,USD,set + collector number + name match
160,Erika’s Invitation,sv3pt5-160,MISMATCH,True,False,True,True,False,True,0.02,0.07,0.05,1.01,0.04,1.23,0.05,1.0,0.07,0.98,"[""reverseHoloLow"",""reverseHoloTrend"",""reverseHoloAvg1"",""reverseHoloAvg7"",""reverseHoloAvg30""]",True,0.02,0.2,,,0.5,0.92,2026/09/01,2025/11/18,EUR,USD,"name ""Erika's Invitation"" != 'Erika’s Invitation'"
161,Giovanni’s Charisma,sv3pt5-161,MISMATCH,True,False,True,True,False,True,0.02,0.02,0.06,1.22,0.03,1.0,0.07,1.3,0.08,1.11,"[""reverseHoloLow"",""reverseHoloTrend"",""reverseHoloAvg1"",""reverseHoloAvg7"",""reverseHoloAvg30""]",True,0.01,0.23,,,0.6,1.01,2026/09/01,2025/11/18,EUR,USD,"name ""Giovanni's Charisma"" != 'Giovanni’s Charisma'"
162,Grabber,sv3pt5-162,EXACT,True,False,True,True,False,True,0.02,0.14,0.21,1.16,0.08,1.62,0.18,1.05,0.15,1.06,"[""reverseHoloLow"",""reverseHoloTrend"",""reverseHoloAvg1"",""reverseHoloAvg7"",""reverseHoloAvg30""]",True,0.05,0.26,,,0.38,1.0,2026/09/01,2025/11/21,EUR,USD,set + collector number + name match
163,Leftovers,sv3pt5-163,EXACT,True,False,True,True,False,True,0.02,0.15,0.06,1.12,0.04,1.56,0.05,1.1,0.07,1.03,"[""reverseHoloLow"",""reverseHoloTrend"",""reverseHoloAvg1"",""reverseHoloAvg7"",""reverseHoloAvg30""]",True,0.01,0.22,,,0.3,0.73,2026/09/01,2025/11/21,EUR,USD,set + collector number + name match
164,Protective Goggles,sv3pt5-164,EXACT,True,False,True,True,False,True,0.02,0.05,0.09,1.29,0.04,0.94,0.09,1.25,0.12,1.15,"[""reverseHoloLow"",""reverseHoloTrend"",""reverseHoloAvg1"",""reverseHoloAvg7"",""reverseHoloAvg30""]",True,0.01,0.28,,,0.3,0.73,2026/09/01,2025/11/18,EUR,USD,set + collector number + name match
165,Rigid Band,sv3pt5-165,EXACT,True,False,True,True,False,True,0.02,0.25,0.05,1.0,0.05,0.68,0.05,1.0,0.09,1.05,"[""reverseHoloLow"",""reverseHoloTrend"",""reverseHoloAvg1"",""reverseHoloAvg7"",""reverseHoloAvg30""]",True,0.01,0.2,,,0.49,0.9,2026/09/01,2025/11/18,EUR,USD,set + collector number + name match
166,Bulbasaur,sv3pt5-166,EXACT,False,True,False,False,True,False,19.99,0.0,41.29,0.0,47.5,0.0,39.89,0.0,42.52,0.0,"[""reverseHoloLow"",""reverseHoloTrend"",""reverseHoloAvg1"",""reverseHoloAvg7"",""reverseHoloAvg30""]",False,,,62.99,80.66,,,2026/09/01,2025/11/18,EUR,USD,set + collector number + name match
167,Ivysaur,sv3pt5-167,EXACT,False,True,False,False,True,False,15.0,0.0,35.26,0.0,42.54,0.0,39.74,0.0,35.4,0.0,"[""reverseHoloLow"",""reverseHoloTrend"",""reverseHoloAvg1"",""reverseHoloAvg7"",""reverseHoloAvg30""]",False,,,38.66,44.19,,,2026/09/01,2025/11/18,EUR,USD,set + collector number + name match
168,Charmander,sv3pt5-168,EXACT,False,True,False,False,True,False,40.0,0.0,48.15,0.0,51.65,0.0,51.86,0.0,54.44,0.0,"[""reverseHoloLow"",""reverseHoloTrend"",""reverseHoloAvg1"",""reverseHoloAvg7"",""reverseHoloAvg30""]",False,,,74.23,94.32,,,2026/09/01,2025/11/18,EUR,USD,set + collector number + name match
169,Charmeleon,sv3pt5-169,EXACT,False,True,False,False,True,False,22.0,0.0,34.98,0.0,35.43,0.0,39.09,0.0,39.36,0.0,"[""reverseHoloLow"",""reverseHoloTrend"",""reverseHoloAvg1"",""reverseHoloAvg7"",""reverseHoloAvg30""]",False,,,51.67,56.89,,,2026/09/01,2025/11/18,EUR,USD,set + collector number + name match
170,Squirtle,sv3pt5-170,EXACT,False,True,False,False,True,False,29.0,0.0,42.81,0.0,37.06,0.0,43.53,0.0,50.35,0.0,"[""reverseHoloLow"",""reverseHoloTrend"",""reverseHoloAvg1"",""reverseHoloAvg7"",""reverseHoloAvg30""]",False,,,84.98,97.63,,,2026/09/01,2025/11/18,EUR,USD,set + collector number + name match
171,Wartortle,sv3pt5-171,EXACT,False,True,False,False,True,False,22.0,0.0,26.89,0.0,25.32,0.0,32.24,0.0,36.5,0.0,"[""reverseHoloLow"",""reverseHoloTrend"",""reverseHoloAvg1"",""reverseHoloAvg7"",""reverseHoloAvg30""]",False,,,46.98,62.36,,,2026/09/01,2025/11/18,EUR,USD,set + collector number + name match
172,Caterpie,sv3pt5-172,EXACT,False,True,False,False,True,False,6.99,0.0,12.45,0.0,11.07,0.0,12.25,0.0,12.59,0.0,"[""reverseHoloLow"",""reverseHoloTrend"",""reverseHoloAvg1"",""reverseHoloAvg7"",""reverseHoloAvg30""]",False,,,16.43,19.79,,,2026/09/01,2025/11/21,EUR,USD,set + collector number + name match
173,Pikachu,sv3pt5-173,EXACT,False,True,False,False,True,False,20.0,0.0,44.73,0.0,52.96,0.0,44.13,0.0,45.48,0.0,"[""reverseHoloLow"",""reverseHoloTrend"",""reverseHoloAvg1"",""reverseHoloAvg7"",""reverseHoloAvg30""]",False,,,70.98,84.5,,,2026/09/01,2025/11/21,EUR,USD,set + collector number + name match
174,Nidoking,sv3pt5-174,EXACT,False,True,False,False,True,False,7.89,0.0,13.45,0.0,11.1,0.0,12.61,0.0,13.87,0.0,"[""reverseHoloLow"",""reverseHoloTrend"",""reverseHoloAvg1"",""reverseHoloAvg7"",""reverseHoloAvg30""]",False,,,16.5,20.98,,,2026/09/01,2025/11/18,EUR,USD,set + collector number + name match
175,Psyduck,sv3pt5-175,EXACT,False,True,False,False,True,False,16.0,0.0,23.66,0.0,23.97,0.0,27.08,0.0,27.22,0.0,"[""reverseHoloLow"",""reverseHoloTrend"",""reverseHoloAvg1"",""reverseHoloAvg7"",""reverseHoloAvg30""]",False,,,58.0,66.9,,,2026/09/01,2025/11/18,EUR,USD,set + collector number + name match
176,Poliwhirl,sv3pt5-176,EXACT,False,True,False,False,True,False,16.0,0.0,25.38,0.0,24.0,0.0,26.9,0.0,23.85,0.0,"[""reverseHoloLow"",""reverseHoloTrend"",""reverseHoloAvg1"",""reverseHoloAvg7"",""reverseHoloAvg30""]",False,,,34.0,42.86,,,2026/09/01,2025/11/18,EUR,USD,set + collector number + name match
177,Machoke,sv3pt5-177,EXACT,False,True,False,False,True,False,8.78,0.0,13.85,0.0,13.52,0.0,12.89,0.0,13.49,0.0,"[""reverseHoloLow"",""reverseHoloTrend"",""reverseHoloAvg1"",""reverseHoloAvg7"",""reverseHoloAvg30""]",False,,,18.0,22.5,,,2026/09/01,2025/11/18,EUR,USD,set + collector number + name match
178,Tangela,sv3pt5-178,EXACT,False,True,False,False,True,False,5.0,0.0,10.28,0.0,10.43,0.0,10.56,0.0,9.99,0.0,"[""reverseHoloLow"",""reverseHoloTrend"",""reverseHoloAvg1"",""reverseHoloAvg7"",""reverseHoloAvg30""]",False,,,11.25,15.43,,,2026/09/01,2025/11/18,EUR,USD,set + collector number + name match
179,Mr. Mime,sv3pt5-179,EXACT,False,True,False,False,True,False,6.2,0.0,8.87,0.0,8.76,0.0,9.02,0.0,9.07,0.0,"[""reverseHoloLow"",""reverseHoloTrend"",""reverseHoloAvg1"",""reverseHoloAvg7"",""reverseHoloAvg30""]",False,,,10.99,14.15,,,2026/09/01,2025/11/18,EUR,USD,set + collector number + name match
180,Omanyte,sv3pt5-180,EXACT,False,True,False,False,True,False,6.5,0.0,9.52,0.0,9.28,0.0,9.77,0.0,9.96,0.0,"[""reverseHoloLow"",""reverseHoloTrend"",""reverseHoloAvg1"",""reverseHoloAvg7"",""reverseHoloAvg30""]",False,,,9.75,13.7,,,2026/09/01,2025/11/18,EUR,USD,set + collector number + name match
181,Dragonair,sv3pt5-181,EXACT,False,True,False,False,True,False,24.99,0.0,33.53,0.0,26.17,0.0,31.7,0.0,31.53,0.0,"[""reverseHoloLow"",""reverseHoloTrend"",""reverseHoloAvg1"",""reverseHoloAvg7"",""reverseHoloAvg30""]",False,,,38.99,50.68,,,2026/09/01,2025/11/18,EUR,USD,set + collector number + name match
182,Venusaur ex,sv3pt5-182,EXACT,False,True,False,False,True,False,10.99,0.0,17.42,0.0,18.59,0.0,16.64,0.0,17.98,0.0,"[""reverseHoloLow"",""reverseHoloTrend"",""reverseHoloAvg1"",""reverseHoloAvg7"",""reverseHoloAvg30""]",False,,,10.65,14.26,,,2026/09/01,2025/11/18,EUR,USD,set + collector number + name match
183,Charizard ex,sv3pt5-183,EXACT,False,True,False,False,True,False,26.5,0.0,39.14,0.0,60.0,0.0,36.59,0.0,37.61,0.0,"[""reverseHoloLow"",""reverseHoloTrend"",""reverseHoloAvg1"",""reverseHoloAvg7"",""reverseHoloAvg30""]",False,,,30.16,41.0,,,2026/09/01,2025/11/18,EUR,USD,set + collector number + name match
184,Blastoise ex,sv3pt5-184,EXACT,False,True,False,False,True,False,13.99,0.0,17.52,0.0,18.49,0.0,17.45,0.0,18.82,0.0,"[""reverseHoloLow"",""reverseHoloTrend"",""reverseHoloAvg1"",""reverseHoloAvg7"",""reverseHoloAvg30""]",False,,,16.96,19.32,,,2026/09/01,2025/11/18,EUR,USD,set + collector number + name match
185,Arbok ex,sv3pt5-185,EXACT,False,True,False,False,True,False,7.0,0.0,9.59,0.0,10.15,0.0,9.53,0.0,9.44,0.0,"[""reverseHoloLow"",""reverseHoloTrend"",""reverseHoloAvg1"",""reverseHoloAvg7"",""reverseHoloAvg30""]",False,,,4.5,6.83,,,2026/09/01,2025/11/18,EUR,USD,set + collector number + name match
186,Ninetales ex,sv3pt5-186,EXACT,False,True,False,False,True,False,8.4,0.0,14.27,0.0,12.86,0.0,13.79,0.0,12.69,0.0,"[""reverseHoloLow"",""reverseHoloTrend"",""reverseHoloAvg1"",""reverseHoloAvg7"",""reverseHoloAvg30""]",False,,,13.0,14.75,,,2026/09/01,2025/11/18,EUR,USD,set + collector number + name match
187,Wigglytuff ex,sv3pt5-187,EXACT,False,True,False,False,True,False,6.0,0.0,9.37,0.0,10.1,0.0,8.92,0.0,9.32,0.0,"[""reverseHoloLow"",""reverseHoloTrend"",""reverseHoloAvg1"",""reverseHoloAvg7"",""reverseHoloAvg30""]",False,,,5.0,8.8,,,2026/09/01,2025/11/18,EUR,USD,set + collector number + name match
188,Alakazam ex,sv3pt5-188,EXACT,False,True,False,False,True,False,8.23,0.0,12.64,0.0,13.08,0.0,13.02,0.0,11.86,0.0,"[""reverseHoloLow"",""reverseHoloTrend"",""reverseHoloAvg1"",""reverseHoloAvg7"",""reverseHoloAvg30""]",False,,,7.98,10.75,,,2026/09/01,2025/11/18,EUR,USD,set + collector number + name match
189,Golem ex,sv3pt5-189,EXACT,False,True,False,False,True,False,5.5,0.0,9.77,0.0,8.77,0.0,9.79,0.0,8.71,0.0,"[""reverseHoloLow"",""reverseHoloTrend"",""reverseHoloAvg1"",""reverseHoloAvg7"",""reverseHoloAvg30""]",False,,,4.3,7.27,,,2026/09/01,2025/11/18,EUR,USD,set + collector number + name match
190,Kangaskhan ex,sv3pt5-190,EXACT,False,True,False,False,True,False,5.0,0.0,9.51,0.0,11.42,0.0,8.9,0.0,9.02,0.0,"[""reverseHoloLow"",""reverseHoloTrend"",""reverseHoloAvg1"",""reverseHoloAvg7"",""reverseHoloAvg30""]",False,,,4.5,5.8,,,2026/09/01,2025/11/18,EUR,USD,set + collector number + name match
191,Jynx ex,sv3pt5-191,EXACT,False,True,False,False,True,False,3.99,0.0,8.42,0.0,9.96,0.0,8.38,0.0,8.56,0.0,"[""reverseHoloLow"",""reverseHoloTrend"",""reverseHoloAvg1"",""reverseHoloAvg7"",""reverseHoloAvg30""]",False,,,4.0,6.34,,,2026/09/01,2025/11/18,EUR,USD,set + collector number + name match
192,Zapdos ex,sv3pt5-192,EXACT,False,True,False,False,True,False,7.0,0.0,12.81,0.0,12.3,0.0,13.43,0.0,12.26,0.0,"[""reverseHoloLow"",""reverseHoloTrend"",""reverseHoloAvg1"",""reverseHoloAvg7"",""reverseHoloAvg30""]",False,,,8.25,10.87,,,2026/09/01,2025/11/18,EUR,USD,set + collector number + name match
193,Mew ex,sv3pt5-193,EXACT,False,True,False,False,True,False,17.15,0.0,22.83,0.0,19.0,0.0,21.84,0.0,22.34,0.0,"[""reverseHoloLow"",""reverseHoloTrend"",""reverseHoloAvg1"",""reverseHoloAvg7"",""reverseHoloAvg30""]",False,,,29.02,32.79,,,2026/09/01,2025/11/18,EUR,USD,set + collector number + name match
194,Bill’s Transfer,sv3pt5-194,MISMATCH,False,True,False,False,True,False,3.0,0.0,5.92,0.0,5.06,0.0,5.03,0.0,5.66,0.0,"[""reverseHoloLow"",""reverseHoloTrend"",""reverseHoloAvg1"",""reverseHoloAvg7"",""reverseHoloAvg30""]",False,,,1.8,3.36,,,2026/09/01,2025/11/18,EUR,USD,"name ""Bill's Transfer"" != 'Bill’s Transfer'"
195,Daisy’s Help,sv3pt5-195,MISMATCH,False,True,False,False,True,False,2.2,0.0,4.56,0.0,5.2,0.0,4.75,0.0,4.59,0.0,"[""reverseHoloLow"",""reverseHoloTrend"",""reverseHoloAvg1"",""reverseHoloAvg7"",""reverseHoloAvg30""]",False,,,1.5,2.9,,,2026/09/01,2025/11/18,EUR,USD,"name ""Daisy's Help"" != 'Daisy’s Help'"
196,Erika’s Invitation,sv3pt5-196,MISMATCH,False,True,False,False,True,False,4.0,0.0,10.13,0.0,8.6,0.0,10.26,0.0,9.47,0.0,"[""reverseHoloLow"",""reverseHoloTrend"",""reverseHoloAvg1"",""reverseHoloAvg7"",""reverseHoloAvg30""]",False,,,4.39,6.32,,,2026/09/01,2025/11/18,EUR,USD,"name ""Erika's Invitation"" != 'Erika’s Invitation'"
197,Giovanni’s Charisma,sv3pt5-197,MISMATCH,False,True,False,False,True,False,5.98,0.0,8.3,0.0,10.96,0.0,8.18,0.0,7.86,0.0,"[""reverseHoloLow"",""reverseHoloTrend"",""reverseHoloAvg1"",""reverseHoloAvg7"",""reverseHoloAvg30""]",False,,,3.46,5.36,,,2026/09/01,2025/11/18,EUR,USD,"name ""Giovanni's Charisma"" != 'Giovanni’s Charisma'"
198,Venusaur ex,sv3pt5-198,EXACT,False,True,False,False,True,False,65.0,0.0,79.88,0.0,71.0,0.0,96.78,0.0,92.7,0.0,"[""reverseHoloLow"",""reverseHoloTrend"",""reverseHoloAvg1"",""reverseHoloAvg7"",""reverseHoloAvg30""]",False,,,92.0,118.63,,,2026/09/01,2025/11/18,EUR,USD,set + collector number + name match
199,Charizard ex,sv3pt5-199,EXACT,False,True,False,False,True,False,170.0,0.0,235.71,0.0,233.5,0.0,273.75,0.0,272.73,0.0,"[""reverseHoloLow"",""reverseHoloTrend"",""reverseHoloAvg1"",""reverseHoloAvg7"",""reverseHoloAvg30""]",False,,,322.31,368.57,,,2026/09/01,2025/11/18,EUR,USD,set + collector number + name match
200,Blastoise ex,sv3pt5-200,EXACT,False,True,False,False,True,False,58.0,0.0,79.37,0.0,79.0,0.0,88.24,0.0,88.38,0.0,"[""reverseHoloLow"",""reverseHoloTrend"",""reverseHoloAvg1"",""reverseHoloAvg7"",""reverseHoloAvg30""]",False,,,122.38,140.62,,,2026/09/01,2025/11/18,EUR,USD,set + collector number + name match
201,Alakazam ex,sv3pt5-201,EXACT,False,True,False,False,True,False,33.9,0.0,53.05,0.0,48.0,0.0,52.51,0.0,54.42,0.0,"[""reverseHoloLow"",""reverseHoloTrend"",""reverseHoloAvg1"",""reverseHoloAvg7"",""reverseHoloAvg30""]",False,,,59.99,70.94,,,2026/09/01,2025/11/18,EUR,USD,set + collector number + name match
202,Zapdos ex,sv3pt5-202,EXACT,False,True,False,False,True,False,50.0,0.0,90.46,0.0,78.63,0.0,91.06,0.0,95.64,0.0,"[""reverseHoloLow"",""reverseHoloTrend"",""reverseHoloAvg1"",""reverseHoloAvg7"",""reverseHoloAvg30""]",False,,,74.53,93.3,,,2026/09/01,2025/11/18,EUR,USD,set + collector number + name match
203,Erika’s Invitation,sv3pt5-203,MISMATCH,False,True,False,False,True,False,10.5,0.0,18.16,0.0,18.87,0.0,18.25,0.0,18.68,0.0,"[""reverseHoloLow"",""reverseHoloTrend"",""reverseHoloAvg1"",""reverseHoloAvg7"",""reverseHoloAvg30""]",False,,,14.59,16.13,,,2026/09/01,2025/11/18,EUR,USD,"name ""Erika's Invitation"" != 'Erika’s Invitation'"
204,Giovanni’s Charisma,sv3pt5-204,MISMATCH,False,True,False,False,True,False,12.0,0.0,18.06,0.0,17.98,0.0,18.15,0.0,19.01,0.0,"[""reverseHoloLow"",""reverseHoloTrend"",""reverseHoloAvg1"",""reverseHoloAvg7"",""reverseHoloAvg30""]",False,,,12.89,14.55,,,2026/09/01,2025/11/18,EUR,USD,"name ""Giovanni's Charisma"" != 'Giovanni’s Charisma'"
205,Mew ex,sv3pt5-205,EXACT,False,True,False,False,True,False,8.95,0.0,16.63,0.0,17.85,0.0,16.19,0.0,16.88,0.0,"[""reverseHoloLow"",""reverseHoloTrend"",""reverseHoloAvg1"",""reverseHoloAvg7"",""reverseHoloAvg30""]",False,,,25.0,29.87,,,2026/09/01,2025/11/18,EUR,USD,set + collector number + name match
206,Switch,sv3pt5-206,EXACT,False,True,False,False,True,False,1.3,0.0,3.29,0.0,3.26,0.0,3.54,0.0,3.5,0.0,"[""reverseHoloLow"",""reverseHoloTrend"",""reverseHoloAvg1"",""reverseHoloAvg7"",""reverseHoloAvg30""]",False,,,1.2,2.64,,,2026/09/01,2025/11/18,EUR,USD,set + collector number + name match
207,Basic Energy,sv3pt5-207,MISMATCH,False,True,False,False,True,False,2.5,0.0,4.14,0.0,4.38,0.0,4.21,0.0,4.33,0.0,"[""reverseHoloLow"",""reverseHoloTrend"",""reverseHoloAvg1"",""reverseHoloAvg7"",""reverseHoloAvg30""]",False,,,3.47,4.48,,,2026/09/01,2025/11/18,EUR,USD,name 'Basic Psychic Energy' != 'Basic Energy'
